id;text;HS;TR;AG
24960;Silenciando geros.;0;0;0
22684;@TitoHunterLoL Callate q el viernes t vas a llevar un puetazo trozo d escoria;0;0;0
20732;Tequila=mayates vergudos.  https://t.co/DAewdPyIio;0;0;0
20379;Sabes lo que va a pasar? Yo lo veo muy claro. Pagaremos el pato los de abajo. Como sardinas de lata en la seguridad social. Las ayudas y becas colapsadas. Los manteros competencia desleal. Ya no tendremos sitio ni para recoger en las basuras.  https://t.co/MhFFHLYOIU;1;0;1
22040;@Rayados Cllate a la verga pinche puerca t eres Tigres puta;1;1;1
21145;Cundo viajar la mujer a la Luna? Cuando se tenga que limpiar.;1;0;0
21026;Su novia es puta;1;1;1
23582;Putos negros @AdaColau t Inmaculada ahora vas y te los llevas a tu casa tienes Barcelona plagado de negros h moros escoria de la sociedad . Ten cuidadito le vaya a dar un infarto al pobre negro @ManuelaCarmena asquerosos que sois https://t.co/DFkHbwGGNP;1;0;1
20827;@Irene_Montero_ Y t eres mejor que ese cerdo hijo de puta de @eduardoinda qu decepcin de podemos https://t.co/2JzLiEgMDa;0;0;0
22105;Estoy en el subte y justo se subi uno de esos que cantan y lo tengo al lado CALLATE LA PUTA MADRE NO VES QUE NO PUEDO ESCUCHAR BIEN CONSEQUENCES ahre se enojaba;0;0;0
20398;La unica diferencia es que a ella si le importan las cosas y tu eres una PUTA;1;1;1
20970;He aqu por qu los judos y los rabes escriben de derecha a izquierda: https://t.co/CxR5bI55gz;0;0;0
23450;@maritehgoldst @info7mty Cllate pinche perra;1;1;1
21519;@Marti_Navarro16 @Liiila_lu Cllate no nos saludaste por que tenas un pedo pedo de la puta madre;0;0;0
24265;Empanadas rabes y cerveza   Chau dieta;0;0;0
22307;@sanchezcastejon Haciendo un hueco en Moncloa para ayudar a inmigracin No solo quiere dinero. Luego los suelta por las calles que se busquen la vida. Sus hijas tienen guardaespaldas Pablo tiene vigilancia en el chaletazo. Los dems estmos a lo que venga. https://t.co/4scCJpU4nm;0;0;0
22305;@DaamiWeht @LuViera_Carp La puta madre Damin cllate jajajaja;0;0;0
23107;@tu_bombon22 @PonquesitoRico Jajaja tu eres una puta seria?  interesante;1;1;1
22385;@PabloHiriart T eres hijo de puta no de Dios;0;0;0
20157;600 manteros saltaron la valla en Ceuta el otro da. https://t.co/VErAmkEW5b;0;0;0
24408;Ahora entiendo a los pases rabes. ES POR EL CALOR.;0;0;0
24128;Que ves? RT una hoja de papel Fav Tetas http://t.co/lkrM1XHyWA;0;0;0
20034;@Manu_Sainz @elchiringuito El papapapartido imimimporta... callate tartaja!!! Come polla de madeira;0;0;0
22447;Baby tu eres de verdad ninguno de esta puta son genuina. Son como las louis v feca echa en china;0;0;0
22751;Tu eres mi puta y yo soy tu crush yo soy tu puto y tu eres mi cruz;1;1;1
23414;@Subaru_Saka5 @kingsonbra317 no es una zorra tu eres un maldito mocoso y un puto;0;0;0
24982;@Republicana2018 Callate troll y la concha de tu puta madre. Dej de decir pelotudeces que slo te pueden creer los descebrados globoludos.;0;0;0
23412;Amaia besa a Alfred y cuando recuerda q hay camaras dice q ha sido sin querer JAJJAJAJAJJA Esta chica es la polla  (Lo unico malo es q esa escena tenia q grabarse desde la otra camara para poder velo mejor!!!) #OTDirecto14D;0;0;0
21869;@montcavazos tu eres mi hermana perra;1;1;1
21305;"""""T explicas el patriarcado como """"""""simios negratas"""""""" no vengas a exigir nada a las explicaciones de otras cuando se ha explicado desde hace aos https://t.co/7VzZRnjNu1""""";1;0;1
21696;perdn hicimos la bandera y el logotipo de su equipo en el refugio en el campo de refugiados. esta es la ubicacin de la evacuacin de los residentes en la ubicacin del terremoto en Lombok Indonesia cc. @FCBarcelona @fcbarcelona_id https://t.co/R3brn54hiO;0;0;0
22140;Minimo denuncia por acoso sexual e intento de violacion telepatica https://t.co/ToVK3NlOtH;0;0;0
23719;"candidato cd desarrollar plan para jovenes emprendedores.como vender aguacates.como ser indocumentado y violar la ley como vendo platano.como limpio parabrisas. Sin incubadora real de negocios con financiamiento;esto traer peleas en semaforos de los emprendedores del aguacate";1;0;1
24235;Yo no soy tu...zorra. Tu eres quien lo golpea. Lo veo todo. https://t.co/gBXg85beXL;1;0;1
21701;@ElInformanteMX @Cabify_Mexico Pinche bastardo ojal un dia me lo tope para ensearle a no ser un hijo de su puta madre;0;0;0
24039;"""""Es bien naco decirle """"""""gabacho"""""""" a los """"""""yunaites""""""""""""";0;0;1
24596;"""""Una eurodiputada del BNG desea """"""""violaciones mltiples"""""""" a Casado para que entienda a los inmigrantes https://t.co/pqOHZaE0GU""""";0;0;1
22634;#ESPAAcontrolfronteras Un Gobierno que antepone a los migrantes subsaharianos a nuestras Fuerzas del Orden-GUARDIA CIVIL - ... es un Gobierno MISERABLE. https://t.co/rL3g2KtTrI;0;0;0
24704;-Por que una mujer se alegra al acabar en 6 meses un puzle de 4 piezas? -Porque en la caja ponia de 2 a 3 aos.;1;0;0
22601;HARTA ME TIENEN CON EL mi artista no se banco aos de burlas QUE IMPORTA LA PUTA MADRE CLLATE LA BOCA QUE T TWEET NO VA HACER QUE CAMBIEN DE OPININ.;0;0;0
24932;#AlCongresoPorLosJubilados carrio no sirve lo que decis hija de puta!!! Callate gorda pendonrchaa!!! Caguenla a palos!!;1;1;1
20901;Fallecen 12 inmigrantes en Italia tras accidente de camin agrcola https://t.co/VZcCnRDSOu va @la_patilla;0;0;0
23317;Chile  Estamos muy felices de anunciar que estaremos en su hermoso pas este 5 de octubre con nuestra gera @OficialYuri #JuntitasTour #Chile https://t.co/gTthuEbzcZ;0;0;0
20144;La polica britnica permiti la violacin de 1.000 nias pobres por parte de rabes https://t.co/2uRICNLjO9 via @laotracara_co;1;0;1
23506;@AndresZettina JAJAJAJA cllate zorra.;1;1;1
22049;cuando camila le grita callate a la perra me estallo;0;0;0
21744;ATENCIN!!!! LA INTELIGENCIA NORTEAMERICANA ADVIERTE DE UNA INVASIN INMINENTE DE 100.000 SUBSAHARIANOS. #DefiendeEspaa ELECCIONES YA!!! #espaa #EleccionesGeneralesYA https://t.co/M1aGsV4QZn;1;0;0
22764;@trujeflowers Cllate zorra jajaja;1;1;1
24101;Cepeda que te calles hostia puta que es que no puedo mas contigo!!!!;0;0;0
24989;@steeficorrea Outfit***** puta cllate jajaja;1;1;1
20726;@Hyuberr @PutoMacarron Y ahora la otra Cmele la polla otra vez y callate;0;0;0
23674;@soficides Callate pedazo de PUTA;1;1;1
23457;A veces me da ganas de pegarte un patazo en la cara;0;0;0
21366;extrao a mi rabe facho pq soy una maldita clingyyy ):;0;0;0
24162;QUE OS FOLLEN A TODOS VEO PORNO EN MI CASA Y ME JALO EL GANSO CON UN MONTON DE VIEJAS Y MI NOVIA ES UNA GUARRA;1;1;1
21320;@ladivaza Vamos DIVAZA TU PUEDES  TU ERES LA MAS PERRA;1;1;0
24764;MIRA TODO LO QUE DESPERDICIASTE LA PUTA QUE TE PARIO NO TE MERECES VIVIR https://t.co/dorE3WkpCZ;0;0;0
20567;VOY A PUBLICAR TU FOTO EN LA PRENSA PA QUE LA GENTE LO SEPA QUE TU ERES TREMENDA PERRA HIJUEPUTAAAAAAAA.;1;1;1
20406;Detienen a tres #jugadores de la #Arandina por presuntos #abusossexuales a una #menor https://t.co/vgkgFox4a5 #movimientojupsin #gentejupsin NO al #acoso;0;0;0
22142;@ojvr__ Acho cllate joda perra;1;1;1
24119;@eldestapeweb VAGO HIJO DE PUTA. ALGUIEN SE TIENE QUE VENGAR DE VOS. TENES QUE PAGAR TODAS UNA POR UNA. MERECES LO PEOR;0;0;0
24520;el novio de mi hermanastra dijo que mi perra es muy tarada y despus me dijo autista a mi y a mi seoro callate tincho que te voy a empalar 1er aviso;0;0;0
22709;@Albiol_XG @PPCatalunya @ALevySoler El 'acoso injustificable' son unas personas q la siguen en un acto enseando un mobil con una imagen de un lazo! y ademas..amarillo!;0;0;0
21699;@El_Universal_Mx @EnriqueOchoaR Cllate mejor hijo de tu puta madre cinico si te tuviera enfrente te pondra en la madre por dejarnos el pas as!!! Pinche ratero vividor del pueblo mexicano existe el karma y espero que pronto todo lo que nos han hecho se;0;0;0
24055;@elisacarrio Callate gorda borracha hija de mil puta sos lo peor de la politica argentina ya lo dijo don Raul Alfonsin;1;1;1
23883;"""""Una nueva pelcula de """"""""wini pu"""""""" ??? Necesitamos que las bolsas de cereal traigan cierre ziploc no esas jaladas de osos mayates.""""";0;0;1
20337;Ni armar un complot para matar un presidente saben... #Sudacas..;1;0;1
22932;Pegame en la cara que yo te pego en el ego;0;0;0
20361;Vive les pistaches des arabes!;0;0;0
23077;Por qu viene aca a tratar de ensearnos moralidad HIJOS DE LA VALIENTE PUTA enseen eso a sus hijos sobrinos no a personas que ni conocen;0;0;0
20956;@zvonimirsoldo @FOXSports_Chile No quera empezar el ao puteando pero vo te mereces unas chuchas tonto sapo y la ctm rata perra culia :);1;1;1
21764;Hubieran cambiado la historia Mary no mereca morir puta madre;0;0;0
24827;@JuanitaTafernab @Brisamedinaa_ Cllate zorra;1;1;1
20519;Que bien que el gero (sol) me echo la mano para poder apreciar est culona en leggins negro .  RT y MG banda   Hay vdeo .  https://t.co/BoZ0X8jLp1;0;0;0
21904;@EPN @JuanOrlandoH @sanchezceren @jimmymoralesgt Qu ests haciendo con respecto a tus nios ciudadanos indocumentados en mi pas? Debes asumir la responsabilidad de tu gente.;1;1;0
22993;@auronplay @Esteban_Alva_ Jajaj que gracioso kion cuando dise no pares de ablarme raul y despues callate hijo puta;0;0;0
20935;@Ro_Valdess LA PUTA CALLATE QUE QUIERO TENER EL PELO NARANJAAA Y ME VA A QUEDAR HORRIBLE PORQUE SOY NEGRA;0;0;0
22883;Mtete en tu vida negro indocumentado JAJAJAJAJJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJJAJAJAJAJAAJAJAJAJAJAJAJAJAJAJAJAJJA;1;1;1
21107;@soyboosteada TU TYA K ES X LA NOXE K EN TEORIA TU ERES LA LISTA MENUDA PUTA MIKERDA DE ROLEPLAY ESTASMOS AHCIENDO TUS PUTOSA MEURTOS AFASA;0;0;0
21913;Todas las cosas son posibles para los que creen . . . . . . .  #ABOGADO #immigration #immigrants #inmigrantes #inmigracion #inmigracin #jorgerivera #abogadodeinmigracion #casosdeinmigracin #indocumentados #daca #tps #visa #deportadosentijuana  #deporta https://t.co/3iHJZywG02 https://t.co/nLnASIMeJL;0;0;0
24441;"""""PSOE-A asegura que en materia de inmigracin el Gobierno de Snchez ha hecho """"""""ms en dos meses que Rajoy en siete aos"""""""" https://t.co/icNBrotefs""""";0;0;1
23561;Pero vamos a ver PUTA VECINA DE MIERDA QUE TE CALLES ZORRA CANTAS CMO LA MIERDA Y YA ES MUY TARDE PARA ANDAR PEGANDO BERRIDOS;1;1;1
21133;alguien que tenga el numero del gero de super vale?;0;0;0
20315;As piensan todos los putos moros de mierda que vienen s este pas. Asco https://t.co/Ky4lbnUYrM;1;0;1
24817;Ya empezamos con las tonteras!!! Lo ha hecho de puta madre coo! #OTGala7 Que viva Ana War  https://t.co/vEDfnWkjR7;0;0;0
23839;@Barbijaputa A mi perra me la tienen frita!!;0;0;0
21300;es muy obvio q van a perder mi hermana es una puta y tu novia es l;1;1;1
24677;ni laurita ni fede ni florencia jEY MAMMON SE MERECIA GANAR EL BAILANDO LA PUTA MADRE;0;0;0
21642;@Shrlttw Callate puta sidosa de mierda;1;1;1
20857;Mis vecinos estaban escuchando msica al palo y pasaron de rabe a Do I Wanna Know? Literal my two moods;1;1;1
23171;Mi hermano me acaba de ensear un juego de puzzles de mvil en el que no puedes tocar la pantalla Y ME ESTOY CAGANDO EN LA PUTA;0;0;0
22974;Va TuAutoCorrector: RT DeboRecordarQue: Mi novia es una perra (Pluto);1;1;1
23571;@CastelliJonesA @BumperCrop1 Pero cllate! Dej de justificar las cagadas de ese hijo de puta que fundi la economa de un pas. Y scate el casete de los peronchos y los k y toda la mar en coche y agarr un libro de historia y economa porque ests pasan;0;0;0
24201;@Lu_Correa07 @piaborjas Cllate zorra villers;1;1;1
24945;Te habrn dicho que los #inmigrantes traen #paro y miseria verdad? Pues mira lo que dicen las cifras.  #FronteraSur #inmigrantevictima @SolidaridMigran @FronterasFiltro @CiesnoM @luisantia @comptegrau @Tolstoi01  https://t.co/wf9O1IQ6ei;0;0;0
24430;A los a sudacas nos despreciaron y somos sus nietos. Arrogantes y con sndrome de Nuevos Ricos Metnse Europa en el tujes https://t.co/ZeKwlR3Gky;1;0;1
21643;El socialismo de los europeos es aceptable. La URSS se destacaba en muchas cosas. Pero la izquierda sudaka es lo peor del planeta. Sobretodo con el sincretismo satnico africano. Piedad Crdoba es todo eso.;1;0;1
24938;Carta de una inmigrante deseperada que pide ayuda para superar la depresin https://t.co/XhJ7acX7XU;0;0;0
22423;@NexusSep @ximicomics @Barbijaputa Pues aki tenemos a los nietos y tataranietos de un genocida viviendo de puta madre;0;0;0
20548;"""""@CNMBrandon Recientemente los medios de comunicacin han difundido las imgenes del """"""""salto"""""""" a la valla de Ceuta (ciudad espaola en frica). Algunos medios parece que descubren ahora este fenmeno y tambin se ha hecho un uso sensacionalista... https://t.co/KIsk5Sr4U2""""";0;0;1
21141;@sepuedevivir @Laoncediez @LisiadoMarginal es callada esa zorra;1;1;1
22476;PANAM | El central Johnatan Mosquera  jug partido completo en el empate 0-0 rabe Unido ante Costa del Este FC https://t.co/ZkZEi1Q5lj;0;0;0
23631;El Estado terrorista de Israel cierra un hospital de campaa que instal para atender a los terroristas coincidiendo con que el Ejrcito rabe Sirio gana terreno en el Goln. #Siria  https://t.co/0u4XobScBF https://t.co/HWosji5sBP;1;0;1
24379;@ertenembaum Callate cnico hijo de puta. No tens cara. Sos la crema de la hipocresa. Cagn cagn y mil veces cagn. Gran parte de esto es todo tuyo.;0;0;0
22524;@DeenisseMb Jeje callate perra;1;1;0
24213;Tengo fro en mis piernitas.... ahhh pero quera venir en perra enseando pierna no?;0;0;0
20818;@sonoeduardo no seas pinche hijo de puta mejor callate y retira tus comentarios pendejo;0;0;0
21046;Para colmo le soplan puras estupideses... 'shhiii cllate... haste el tonto... nooo won no digas eso... puta q la cagaste...' https://t.co/b7bbk5rGfV;0;0;0
22045;Es que nadie va a ser capaz de no cagarla de una puta vez? Coo ya con las tonteras;0;0;0
21284;Tu sabes porque a las mujeres hay que enterralas en un atauld triangular? Porque cuando les tapas la luz se abren de piernas.;1;0;0
24647;Se nos rien en la cara @atleti y a vosotros os suda la polla. https://t.co/M2Rw1bH7as;0;0;0
24089;@lortegadiaz Hay vieja loca rana platanera zorra de medio pelo cllate que as te ves mas bonita;1;1;1
20256;@BreenDLP @ChumelTorres @Juandedios_P @KimberlyLoaiza_ Cllate Perra mal parida de Juan y kim no hables;1;1;1
23233;Perra agradece que te tire el licor en la blusa te lo merecas en la cabeza hp  antes de hablar de mi... https://t.co/uRJEvTPI3W;1;1;1
23209;Ya no soy gero;0;0;0
23772;Ooo..un.arabe;0;0;0
24918;mi viejo acaba de decir negros de mierda vayan a laburar CALLATE HIJO DE RE MIL PUTA;0;0;0
24530;@PaleKinga Comemela t a mi a ver si acabas algn da;0;0;0
24533;"Y pensar que la perra desgraciada me muerde cuando trataba de ensearle trucos o a saltar la cuerda. ;_;";0;0;1
21078;Afirmo con enojo que su forma est haciendo tonteras y mal acoso en Japn. https://t.co/Y82vnrIUZw;0;0;0
23601;En vez de ayudar a que podamos tener hijos y mantenerlos dignamente Espaa puede (y debe) duplicar su poblacin inmigrante? https://t.co/l8EqpYgTPs;0;0;0
22620;@OficialYuri De hecho Dios vomita a los tibios. Y tu eres tibia. Hipcrita. Puta a escondidas. Doble moral. Ya estas vomitada https://t.co/noOHOXP11u;1;1;1
24956;@Paola5Navarro @UniPolitica @UniNoticias @TelemundoNews Cllate zorra narcotraficante colombiana q pide likes en su pgina cmo debes d estar d la mente ponte a trabajar xq se ve te falta dinero;1;1;1
21105;1-Acoso no es abuso ni violacin 2-Naturalizar un acoso como si nada sin mediar palabra que retracte conductas no est ni un poco bueno;0;0;0
20659;@Aguus_Donan Callate que tu mama esta re perra o no @FranciisAlvarez ?;1;1;1
20168;Porque las mujeres ven las peliculas porno enteras? -Porque se creen que al final se van a casar o algo.;1;0;0
23320;@HenriFalconLara No digas nada que t eres cmplice de lo que est pasando... y recuerda seguirs siendo la perra ms perra de Venezuela;0;0;0
24646;Iros de una puta vez Zidane y Benzema. Ya no merecis llevar esa camiseta ni ese escudo...;0;0;0
22276;600 subsaharianos atacan en Espaa a las fuerzas armadas. Italia debe abrir sus barreras https://t.co/LvklxEAJ2L;1;0;1
22683;Grabenselo en la cabeza Baekhyun no es ninguna gata ni puta ni zorra ni es mujer es hombre saben gracias;0;0;0
22481;Qu es un partido doble mixto de tenis? Un single de hombres con obstculos.;1;0;0
22992;@Stolbizer @mainesCyN Callate la boca perra siberiana metiendo a CFK en esto! Sos tan pelotuda podes ser! Nunca seras nada;1;1;1
24160;Un rabe gan 250000 dolares por jugar un torneo de fifa en la play y yo ac perdiendo el tiempo jajaja;0;0;0
24257;@DaianaCostas_ Callate dijeeeeee! Sos alta perra y punto.;1;1;1
21341;@PhilipMarlowe10 @quimforn Tu eres un poco bastante hijo de la gran puta no? Y no es una pregunta cabronazo. Es una jodida afirmacin #alertaporhijodeputa #alertacabronazo #alertatuputamadre;0;0;0
24652;Los rabes impartiran clases de religion catolica en sus escuelas??  Noooo! Lapidarian al que lo propusiese.;1;0;1
20647;@ArmadaEspaola TU ERES UNA PUTA DE NOM GUARRA.;1;1;1
24078;Las aceras son para el trnsito de personas no para que gente sin papeles venda falsificaciones de manera ilegal bajo el paraguas del Ayuntamiento. https://t.co/foPILmcwV7;1;0;0
24365;@_alejandra_mm_ puta hetero que te calles;1;1;1
24521;@Favorit0 Difundamos Movimiento SEMEN! Un RT de ayuda!;0;0;0
24018;@joe_trouble Tu novia es bien puta ......pero te lo digo en buen pedo;1;1;1
22216;@VicttoriaBianca Cllate puta que voy a ir ese da y te va a caber;1;1;1
22163;@Soypeneco ven aqui no mames Zorra / @ladymafalda471 en vivo en https://t.co/xOB5Dg3ske;1;1;1
22564;Cuando la Gera se siente triste y queremos subirle el nimo. https://t.co/gLGdst8QUh;0;0;0
22168;Mi novia es como mi polla. S que est ah porque de vez en cuando se levanta. Una de mis pantalones y la otra de la cama.;1;1;0
21892;@saancisco Callate puta tu eres el traidor.;0;0;0
24617;Te perdiste los goles de la igualdad entre rabes y Cruzados?   HOY desde las 22:30 hrs. revive desde otro ngulo el gran duelo de la fecha 17 del #CampeonatoScotiabank2018 entre  @CDPalestinoSADP  @CruzadosSADP  en un nuevo captulo de #LaOtraCmaraxCDF.  https://t.co/bKyjyPgTLm;0;0;0
20894;Llamar guapa a una chica es micromachismo pero querer azotar a una mujer hasta sangrar o llamar puta a Arrimadas es satira.;0;0;0
21758;.... Que Tu Eres Bien Puta ------ #CamilaVallejo - https://t.co/iXjefLcHk8;1;1;1
22331;Ya pinch puta cllate!;1;1;1
22466;Escuela de Danza rabe mueve a Acmbaro https://t.co/zB9xzsGB5G;0;0;0
23280;Pablo Casado y Albert Rivera en la Valla de Ceuta https://t.co/5R7EGP01Vq;0;0;0
20060;A ver quin paga la factura y cmo se reparten el marrn de dejar inmigrantes ilegales sueltos por sus ciudades (y que los votantes no de lo hagan pagar dentro de un ao)... https://t.co/CehRdJsSdU;1;0;0
21870;James majestad haciendo como que va a ensear la polla pero al final no https://t.co/m3vn204qyZ;0;0;0
21066;mIRA TU CALLATE PUTA https://t.co/AD88mh1adR;1;1;1
21891;@Madeleine_ng14 @dagmarrmuniz cllate estpida perra;1;1;1
23181;PERDN SI SOY EGOSTA Y PERDN SI TE ALEJO. PERO AS ME ENSEARON A SER Y NO CONOZCO OTRA PUTA MANERA DE SER;0;0;0
23459;No es justificable pero... sufre el acoso de independentistas ensendole lazos amarillos y dice que 'no se puede permitir' que eso pase en campaa... y que haya candidatos encarcelados s se puede permitir? https://t.co/HEj89QYm4T;0;0;0
24326;Es molesto que te manden a hacer algo y despus te quieren ensear jei . Pero veni hacelo vos si sos mejor y listo la puta madre;0;0;0
20064;Me mandan esta mierda. Cultura de la violacin en sus mejores pantallas. ESCORIA. Se puede hacer algo @policia ? https://t.co/vGmcVPSO7B;0;0;0
23268;Despus dicen que los rabes no estn locos. Que manera tan sdica de querer convertir a un nio en vegano/vegetariano. https://t.co/2WDIkviGmp;1;0;1
20327;Las #nias #nios y #adolescentes pueden ser #refugiados. Las cifras de @unhcr muestran la enorme vulnerabilidad de NNA al desplazamiento forzado https://t.co/MpyWfweTt4;0;0;0
21408;m da miedo cuando me sigue un rabe;1;0;1
23068;@ivan4bolivar Cllate que asustas a la perra. (Y a m tambin me das miedo);0;0;0
24992;Nao: el robot que ensea Alemn a los nios refugiados #Idiomas https://t.co/d3zO84F9DC;0;0;0
23335;A esto aadidle el aguantar Podemitas y el tener que absorber cantidades absurdas de Subsaharianos. Los partidos seguiran jodiendo igual. Sigan Mandado! https://t.co/dCsks7GSpi;1;0;1
21232;@VicxorAlt Tu eres una zorra ladrona no me diste mi cuenta del directo buuu pasado de jaime;1;1;1
24897;Iusport: << El israel Gilady seguir en el COI pese a las acusaciones de acoso y violacin https://t.co/bW9ogxSuz3 >> https://t.co/pDTlcX2V77;0;0;0
24903;-Por que las mujeres tienen Un sexto sentodo? -Porque no usan los otros cinco;1;0;0
22487;@takenbypilots EL DE LA IZQUIERDA TE PEGO UNA PATADA EN LA CARA QUE COSITA MONA AHRSJLSV;0;0;0
21122;Puta escoria es quien te hace sentir as de mal porque no te mereces sentirte as de mal. https://t.co/hQrn2h0fIA;0;0;0
24906;"""""Menudo cachondeo! Los refugiados se van de vacaciones a sus """"""""peligrosos"""""""" pases con las ayudas pblicas que reciben https://t.co/4bEL8F5ttF""""";1;0;1
24959;Mientras tanto el okupa de La Moncloa NO ELECTO piensa ya en sus vacaciones. Ya os lo aviso. Pronto estallar una autntica guerra de guerrillas en Espaa y un enfrentamiento civil muy duro. https://t.co/mULqhBooZH;0;0;0
21722;Los egipcios construyeron las pirmides cuando los alemanes vivan en cuevas. Los rabes dominaban el mundo en la Edad Media y los musulmanes eran expertos en lgebra cuando los prncipes alemanes no saban ni escribir su nombre. La raza no importa #thecentury @KenFollettSpain;0;0;0
24808;@amarrhadi10 @_zurdox @Anakmerapimount @ultras_barras CLLATE DE UNA PUTA VEZ;0;0;0
21500;200 de Magna gero y las llantas a 32 https://t.co/SV7utovhwS;0;0;0
20306;El gero de fiesta jajaja el problema no fue animarlo sino despus calmarlo #funweekend https://t.co/zd7qF3C1lh;0;0;0
22728;Pueden inmigrantes y refugiados remediar la despoblacin espaola? https://t.co/K08jbSfiqP #curiosidad;0;0;0
22984;@paulitachaves Callate hija de puta si no servs para una mierda y te vens a hacer la que laburs gato mantenido por el zoquete que tens de marido dbil mental la concha de tu bisabuela en tanga;0;0;0
24319;momento del da: vero y yo cogidos de la mano mientras me dice ''es que t eres muy zorra'';1;1;0
20103;Me voy a pintar el pelo gero para que Alfredo me quiera;0;0;0
21634;@fullereno374 @Bcnisnotcat_ Tu eres gallego no? Pues tu a lo tuyo... verdad que yo no me meto en tu puta comunidad? Pues tu no te metad en la ma;0;0;0
23925;@JzAl3x_ CLLATE PENDEJA NO PEDI PUTA OPINION DE CAGADA Gracias;1;1;1
23123;@DalasReview #MeToo es por acoso y violacion por abuso de poder. Lo de Depp es acusacin de supuesto maltrato en pareja. No son lo mismo.;0;0;0
