id,text,tweet_limpio,HS_pred,TR_pred,AG_pred
22209,JAJAJAJAAJAJAJAJAJAA CLLATE PENDEJA SHUACALE MUVALE PUTA https://t.co/29bEGqwAYO,jajajajaajajajajajaa cllate pendeja shuacale muvale puta url,1,1,1
20691,No es machismo pero yo creo que las mujeres son inferiores que los hombres. Lo que hay que leer.,no es machismo pero yo creo que las mujeres son inferiores que los hombres lo que hay que leer,0,0,0
23389,Buenas Tardes Pequeuelos Qu se cuenta por aqu? Yo an sin encontrar al Jeque rabe....as que laburando,buenas tardes pequeuelos qu se cuenta por aqu? yo an sin encontrar al jeque rabe as que laburando,0,0,0
21560,Al menos si queres provocar a pibes con tu cuerpo QUE NO SE NOTE QUE QUERES MOSTRAR LAS TETAS LA PUTA QUE TE PARIO NDEAHRE,al menos si queres provocar a pibes con tu cuerpo que no se note que queres mostrar las tetas la puta que te pario ndeahre,0,0,0
21501,Porque sos tan puta me tenes cansada ya ojo de chivo estraviado  Cllate anda a buscar a nemo abajo de la cama chiva degollada https://t.co/P0uNirwYHk,porque sos tan puta me tenes cansada ya ojo de chivo estraviado cllate anda a buscar a nemo abajo de la cama chiva degollada url,1,1,0
20991,Estos dos moromierdas son los que han matado a Adrien. R.I.P. https://t.co/WTJUSDeVwn,estos dos moromierdas son los que han matado a adrien r i p url,1,0,1
20459,ACNUR mantiene la llamada internacional para ayudar a los refugiados sirios #Sociedad https://t.co/WfTasm1nEM,acnur mantiene la llamada internacional para ayudar a los refugiados sirios sociedad url,0,0,0
20615,Currently reading https://t.co/aBtfL4OvM1 CUANDO VAYAN PERDIENDO EL MIEDO SE IRAN HACIENDO DUEOS DE LAS CALLES EN FORMA VIOLENTA,currently reading url cuando vayan perdiendo el miedo se iran haciendo dueos de las calles en forma violenta,1,0,0
21601,Es lo que se mereca la perra esa. https://t.co/fTgIlxbnRU,es lo que se mereca la perra esa url,1,1,1
21825,MEGA ARABE - PILODJ: https://t.co/Gur6ii38DM va @YouTube,mega arabe pilodj url va user,0,0,0
22371,@robertfelixrodz @agria_ @Mellowshyt Psss hoy vamos y como tu eres una puta te voy a regalar un trago,user user user psss hoy vamos y como tu eres una puta te voy a regalar un trago,1,1,1
22460,@MonederoJC Pero qu tontera!! A m me ensearon la del PSOE: todo era una puta mierda chavales hasta que lleg Felipe Gonzlez y lo arregl.,user pero qu tontera!! a m me ensearon la del psoe todo era una puta mierda chavales hasta que lleg felipe gonzlez y lo arregl,0,0,0
24591,A una gera y una pelinegra  https://t.co/AK7jClo75T,a una gera y una pelinegra url,0,0,0
23421,@Lud_Army @TeamVChile @KCA_2018 @CNCOmusic @BTS_twt Mejor callate basura las mierdas como tu no deberian de existir perra tu y tu familia,user user user user user mejor callate basura las mierdas como tu no deberian de existir perra tu y tu familia,1,1,1
22931,Ana Rosa: -que es eso de karma?  -Eso es Carmen en catalan -ves como los catalufos tienen la culpa de todo!!!,ana rosa que es eso de karma? eso es carmen en catalan ves como los catalufos tienen la culpa de todo!!!,1,0,0
23852,@xLostSlave eso es preciosa disfruta de mi erecta polla~ ven conmigo y te ensear a disfrutar ms aun~,user eso es preciosa disfruta de mi erecta polla ven conmigo y te ensear a disfrutar ms aun,0,0,0
21952,@raticorns @La_Malina callate puta. gracias,user user callate puta gracias,1,1,1
23371,@TowandaRebels #arandina #pozoblando 2 nuevos casos de abuso sexual. Va a ser que estamos rodeadas de #manadas,user arandina pozoblando 2 nuevos casos de abuso sexual va a ser que estamos rodeadas de manadas,0,0,0
23689,Racista es voltear en el mercado cuando te dicen gera/gero y sabes que no lo eres,racista es voltear en el mercado cuando te dicen gera gero y sabes que no lo eres,0,0,0
22744,ya ke les arabes ki font ca???? https://t.co/zBIYq5TTRO,ya ke les arabes ki font ca???? url,0,0,0
23008,@Manaka_msyra @BrianD_Campbell callate zorra malnacida esta el armario empotrado tmb y tengo mil cosas ahi dentro,user user callate zorra malnacida esta el armario empotrado tmb y tengo mil cosas ahi dentro,1,1,1
24584,@NadiuReeb Vos callate zorra y devolveme la corona,user vos callate zorra y devolveme la corona,1,1,1
22388,@radiomitre Callate negra puta! ya te va a llegar el da que pagues por todo esto.,user callate negra puta! ya te va a llegar el da que pagues por todo esto,1,1,1
23761,@AquiCorroVrgara Porque t eres ms perra todava.,user porque t eres ms perra todava,1,1,1
21645,@bencomo_sergio Puta madre coo cllate !,user puta madre coo cllate !,0,1,1
20623,@Alvenef @LeaVieilletoile Cllate perra,user user cllate perra,1,1,1
20247,Msdossary CAMPEN del Mundo de FIFA 2018. Stefano Pinna no pudo hacer nada ante el rabe. Resultado totalmente merecido. #FIFAeWorldCup,msdossary campen del mundo de fifa 2018 stefano pinna no pudo hacer nada ante el rabe resultado totalmente merecido fifaeworldcup,0,0,0
24979,@5LauraRomo @CircaGh Soy una victima del acoso gay y nadie me defiende. Tu eres el responsable si me pasa algo.,user user soy una victima del acoso gay y nadie me defiende tu eres el responsable si me pasa algo,0,0,0
23021,Creo que los colegios que impartan el Islam debe de ser el mismo numero de co!egiosque en los pases rabes  imparten el cristianismo.Que no somos ms tontos porque no ensayamos https://t.co/u9PV1noorb,creo que los colegios que impartan el islam debe de ser el mismo numero de co!egiosque en los pases rabes imparten el cristianismo que no somos ms tontos porque no ensayamos url,1,0,0
21221,Gero nalgas prietas #BryanMouqueTrendy #CD9 #Coders #KCAMexico,gero nalgas prietas bryanmouquetrendy cd9 coders kcamexico,0,0,0
22844,@Emily_Guadiana1 @PPTeamKaren YA CALLATE PERRA PLIS,user user ya callate perra plis,1,1,1
22541,@manuel70m @elhijod50580766 Qu pas Manolo! Ya Dile al sudaca ese que mande unos kilos,user user qu pas manolo! ya dile al sudaca ese que mande unos kilos,1,1,1
24582,Mi impresin de los gabachos es que el 90% nos quieren y solo el 1 % son una mierda. Lo dems que falta son putos mexicanos que se creen gringos.  el chiste se cuenta solo.,mi impresin de los gabachos es que el 90 nos quieren y solo el 1 son una mierda lo dems que falta son putos mexicanos que se creen gringos el chiste se cuenta solo,1,0,1
22697,Tipico : si una chica no le cae otra chica es por que para la otra es una PUTA  pero solo por que no le cae bien,tipico si una chica no le cae otra chica es por que para la otra es una puta pero solo por que no le cae bien,1,0,0
23913,#parejainfelizSDP lq mujer es lesbiana puta,parejainfelizsdp lq mujer es lesbiana puta,0,0,0
23472,@LuciaV1llar Cllate zorra si vos ya tenes 20,user cllate zorra si vos ya tenes 20,1,1,1
20551,A mi amigo le dijo PUTA pero l no deja de ensear el pito en Twitter!,a mi amigo le dijo puta pero l no deja de ensear el pito en twitter!,0,0,0
21622,Lo estaba retando a facundo y me grita 'sh puta callate'! Pendejo del orto me quiere hacer callar y siquiera le sale pronunciarlo bien!,lo estaba retando a facundo y me grita sh puta callate ! pendejo del orto me quiere hacer callar y siquiera le sale pronunciarlo bien!,1,1,1
22358,"""""See... Tal vez les recordo como Peron protegio a Eichmann y cientos de nazis. O les conto a los arabes """"""""El chiste del araba que se lo garcho un camello"""""""" https://t.co/AKonmuHKn0""""",see tal vez les recordo como peron protegio a eichmann y cientos de nazis o les conto a los arabes el chiste del araba que se lo garcho un camello url,0,0,0
23556,Acoso sexual e intentos de violacin a masajistas en Espaa: 'Estoy harta de que me pidan un 'final feliz'' https://t.co/CkOOL2zwFI https://t.co/NoBqUZG9kZ,acoso sexual e intentos de violacin a masajistas en espaa estoy harta de que me pidan un final feliz url url,0,0,0
21169,Pues el remake de Alf que parece que estn preparando tendra mucho sentido si la familia es hispana y sin papeles.,pues el remake de alf que parece que estn preparando tendra mucho sentido si la familia es hispana y sin papeles,1,0,1
23060,Perdn @CeciliaAF1  agregara para esto al sr pdte @sebastianpinera  Dar un telefono de DENUNCIA para inmigrantes indocumentados Gracias! https://t.co/DUAIZabS5O,perdn user agregara para esto al sr pdte user dar un telefono de denuncia para inmigrantes indocumentados gracias! url,0,0,0
21992,Le tengo que ensear yo todo lpm... Un espadachin sin filo fue agarrar la puta madre ahre yo le voy a ensear la espada que y al caballo cual montar ahre https://t.co/ku0IWEKsOb,le tengo que ensear yo todo lpm un espadachin sin filo fue agarrar la puta madre ahre yo le voy a ensear la espada que y al caballo cual montar ahre url,0,0,0
24952,@ximenaputisima por puta y golfa eso te merecas y hasta mas,user por puta y golfa eso te merecas y hasta mas,1,1,1
21756,@ivanzarak eres un cinico mereces que te caiga un rayo para que te mueras rabiblanco hijo puta. Perra la madre que te pari.,user eres un cinico mereces que te caiga un rayo para que te mueras rabiblanco hijo puta perra la madre que te pari,0,1,0
21089,Menos mal que el nclito Marlasca nos ha abierto los ojos !! @marianorajoy TIENE LA CULPA DE LA INVASIN DE NEGRATAS !! stos Psoepodemitas no tienen arreglo !!! @sanchezcastejon DIMISIN YA !!!!!!!!!!!!!,menos mal que el nclito marlasca nos ha abierto los ojos !! user tiene la culpa de la invasin de negratas !! stos psoepodemitas no tienen arreglo !!! user dimisin ya !!!!!!!!!!!!!,0,0,0
24766,YA CLLATE MALDITA PERRA RIDCULA,ya cllate maldita perra ridcula,1,1,1
22681,@wikitetas_culos Movimiento SEMEN apoya esas tetas. Un RT para difundir la campaa!,user movimiento semen apoya esas tetas un rt para difundir la campaa!,0,0,0
21939,@LOUlSPETERO 'La violaron por salir a la calle as NO VES QUE EST VESTIDA COMO UNA PUTA? es su culpa por provocar a los hombres',user la violaron por salir a la calle as no ves que est vestida como una puta? es su culpa por provocar a los hombres,1,0,0
20939,@TereGarciaOK CALLATE PUTA !!!!!!,user callate puta !!!!!!,1,1,1
24967,@YooaRamirez Callate zorra y deja de cagarme los tw,user callate zorra y deja de cagarme los tw,1,1,1
22629,Que alguien le diga a Eusebio que pongan a Janu a ensearle a diblar a Odriozola que no tiene ni puta idea.,que alguien le diga a eusebio que pongan a janu a ensearle a diblar a odriozola que no tiene ni puta idea,0,0,0
21472,Vos brasilero de mierda t mereces lo peor como podes burlarte del submarino hijo de puta.,vos brasilero de mierda t mereces lo peor como podes burlarte del submarino hijo de puta,0,0,0
21421,Puro cuento este #oportunista #vendido al narco rgimen #SOS #DDHH #CRISISHUMANITARIA #Venezuela #InjerenciaHumanitariaYa #VenezuelaNoTieneTiempo #VenezuelaNoAguantaMas #FueraTirana #CARCEL al #DICTADOR #Genocida #Corrupto #INDOCUMENTADO y SUS #COMPLICES #JusticiaYa https://t.co/eoz8cO6nkH,puro cuento este oportunista vendido al narco rgimen sos ddhh crisishumanitaria venezuela injerenciahumanitariaya venezuelanotienetiempo venezuelanoaguantamas fueratirana carcel al dictador genocida corrupto indocumentado y sus complices justiciaya url,0,0,0
20316,ajsjsjdks mi mam me vino a ensear su delineador y yo que perra que perra que perra mi amiga y se ENOJ wtf gabriela es buen plan,ajsjsjdks mi mam me vino a ensear su delineador y yo que perra que perra que perra mi amiga y se enoj wtf gabriela es buen plan,1,1,1
24305,@NitoSetroc @absurddheces Es perra. T eres homoanimal y ella lesbiana. No eres su tipo ni ella el tuyo...,user user es perra t eres homoanimal y ella lesbiana no eres su tipo ni ella el tuyo,1,1,1
24672,@NunkMasKK CALLATE IMBCIL. LA GENTE MARCHA CONTRA EL GOBIERNO HIJO DE PUTA QUE TENEMOS,user callate imbcil la gente marcha contra el gobierno hijo de puta que tenemos,0,0,0
23685,@rajas35 @SoyElMrPayaso Callate perrita... traes la polla dentro... te mueves y te duele mas. Perrita comodina,user user callate perrita traes la polla dentro te mueves y te duele mas perrita comodina,1,1,0
23988,@BBlaze__ tu puta madre cllate ya joder,user tu puta madre cllate ya joder,0,0,0
21515,Norteamericanos indocumentados viven en Tijuana y trabajan en San Diego. https://t.co/qgtD06rHyG,norteamericanos indocumentados viven en tijuana y trabajan en san diego url,0,0,0
20375,@__wangpuppy Que voy yo y te pego con un pene en la cara cabrona,user que voy yo y te pego con un pene en la cara cabrona,0,0,0
24127,Las personas feministas solo se dedican a expandir mierda sobre la cara de los hombre y despues realmente lo que buscan es igualdad,las personas feministas solo se dedican a expandir mierda sobre la cara de los hombre y despues realmente lo que buscan es igualdad,0,0,0
20738,Cllate maldita escoria! Acaso no sabes con quin hablas?! Hablas con Baron explodo kills el mejor hroe de U.A quien destrozara tu jodida cara de mierda! Har que te arrepientas y te metas tus asquerosas idioteces por el orto! https://t.co/lxQnHmqZfd,cllate maldita escoria! acaso no sabes con quin hablas?! hablas con baron explodo kills el mejor hroe de u a quien destrozara tu jodida cara de mierda! har que te arrepientas y te metas tus asquerosas idioteces por el orto! url,0,0,0
23263,@gabii_Rp Mereces ser cartonero hijo de puta jaja,user mereces ser cartonero hijo de puta jaja,0,0,0
20572,Estos son los que nos estn invadiendo y nosotros acogiendo como refugiados y regalandoles todos nuestros servicios sociales https://t.co/iRPOROgtwW,estos son los que nos estn invadiendo y nosotros acogiendo como refugiados y regalandoles todos nuestros servicios sociales url,1,0,1
24032,Salvamento Martimo y el Servicio Martimo de la Guardia Civil rescatan a 291 inmigrantes que viajaban a bordo de siete pateras - https://t.co/hiSSmVbqcb #motril #noticias https://t.co/sUXiPBT2q0,salvamento martimo y el servicio martimo de la guardia civil rescatan a 291 inmigrantes que viajaban a bordo de siete pateras url motril noticias url,0,0,0
23305,que estres con los arabes la puta madre,que estres con los arabes la puta madre,0,0,0
21450,Acusaciones de acoso reviven caso de Trump y revelan epidemia: Tres de cada 4 mujeres son vctimas en todas las reas productivas: reporte https://t.co/TAoMfJhnae https://t.co/mTd6XUYO9c,acusaciones de acoso reviven caso de trump y revelan epidemia tres de cada 4 mujeres son vctimas en todas las reas productivas reporte url url,0,0,0
20842,@showproblemaC9 YO CREO KE LA MUJER ES UNA ALTA ZORRA....!!!!,user yo creo ke la mujer es una alta zorra !!!!,1,1,0
23234,"""""Otro tema sobre """"""""ingerencia en los asuntos internos"""""""". Gobiernos rabe y paraguayo """"""""van por la misma senda con embajadores britnico y canadiense. Por qu ser? https://t.co/bpEAHoZaIM""""",otro tema sobre ingerencia en los asuntos internos gobiernos rabe y paraguayo van por la misma senda con embajadores britnico y canadiense por qu ser? url,0,0,0
21922,pasaron rabe de @_eckoyg y explot todo en el xv jajajajaj,pasaron rabe de user y explot todo en el xv jajajajaj,0,0,0
22849,Por favor... http://t.co/NS6D55DTdu,por favor url,0,0,0
20839,@ddm_oficial #Bremer=Brancatelli sos un hijo de mil puta.... y cllate la boca se te nota lo peroncho,user bremer brancatelli sos un hijo de mil puta y cllate la boca se te nota lo peroncho,0,0,0
24845,Otra verguenza que tenemos que soportar los espaoles de estos negratas manteros. https://t.co/mYSCN4tLyD,otra verguenza que tenemos que soportar los espaoles de estos negratas manteros url,1,0,1
22725,Malditos espaldas mojadas https://t.co/UVE6OEzpQY,malditos espaldas mojadas url,1,0,1
20343,@CandeCent Ute tranquila m amiga me oio? Si quers que no te joda la vida te quedas callada perra hijaeputa y psame el abon candesita! Cuale son tus cosquillas nene,user ute tranquila m amiga me oio? si quers que no te joda la vida te quedas callada perra hijaeputa y psame el abon candesita! cuale son tus cosquillas nene,1,1,1
21386,@peachwall Aaaaayy CLLATE NSMSJS TE JURO QUE AN SIENTO QUE NO ES REAL NO MAMES QUE CLASE DE PUTA SUERTE ES ESTA ??,user aaaaayy cllate nsmsjs te juro que an siento que no es real no mames que clase de puta suerte es esta ??,1,1,1
24428,Se habla mucho del debate de anoche. Podra SEMEN algn da participar en la poltica? http://t.co/CAyIM7lw3X,se habla mucho del debate de anoche podra semen algn da participar en la poltica? url,0,0,0
20601,@Guayabeirho @Uber_MEX tendra que ser responsable en el caso que se les acusa a sus choferes de violacin y acoso.,user user tendra que ser responsable en el caso que se les acusa a sus choferes de violacin y acoso,0,0,0
21468,Pedimos a la ONU descolonizar el #SaharaOccidental! Ms de 200.000 #saharauis viven desde hace ms de 40 aos en campamentos de refugiados #ActualidadSaharaui https://t.co/eXvjtYZUvC,pedimos a la onu descolonizar el saharaoccidental! ms de 200 000 saharauis viven desde hace ms de 40 aos en campamentos de refugiados actualidadsaharaui url,0,0,0
22839,QUE ORGULLOSA ESTOY DE MI HERMANO LA PUTA MADREEEE Te mereces esto y mas @Panchi04  felicitaciones tambin @santicarlos421 unos genios,que orgullosa estoy de mi hermano la puta madreeee te mereces esto y mas user felicitaciones tambin user unos genios,0,1,0
23289,@JSark09 @guardiacivil @policia @interiorgob @_mariaps Mereces q te pase lo mismo zorra,user user user user user mereces q te pase lo mismo zorra,1,1,1
21338,@DVDFRRP @niluspc @sextaNoticias Imbcil dice!! Luego vais de educados y pacficos y sois autntica escoria....basura,user user user imbcil dice!! luego vais de educados y pacficos y sois autntica escoria basura,0,0,0
24668,@Ashton5SOS ASHTOB CALLATE ME ESTAS ASUSATANDO PUTA,user ashtob callate me estas asusatando puta,1,1,1
23696,@JulioBorges Tu tambin rata asquerosa vendido hijo de perra mereces otros coazos,user tu tambin rata asquerosa vendido hijo de perra mereces otros coazos,0,0,0
21071,Aborto de ardilla  Jaja callate aborto de perra sarnosa https://t.co/tHql0k8kpc,aborto de ardilla jaja callate aborto de perra sarnosa url,1,1,1
22343,@nahimachoura @SanCadilla Ya cllate pinche perra.,user user ya cllate pinche perra,1,1,1
23356,Rusia ha confirmado que ha enviado a USA una oferta de #cooperacin para solucionar la crisis de #refugiados sirios y el desminado de las zonas recin despejadas de presencia #yihadista en la repblica rabe   https://t.co/qtnMETYxLN,rusia ha confirmado que ha enviado a usa una oferta de cooperacin para solucionar la crisis de refugiados sirios y el desminado de las zonas recin despejadas de presencia yihadista en la repblica rabe url,0,0,0
23281,Toy feliz porque me voy a comer 12 empanadas rabes viendo naruto,toy feliz porque me voy a comer 12 empanadas rabes viendo naruto,0,0,0
21192,ya cllate puta ni eres oficial @exponatumachomx,ya cllate puta ni eres oficial user,1,1,1
23549,Cuntas vidas son arruinadas por falsas acusaciones de violacin y acoso? El caso del estudiante de psicologa Liam Allan es slo uno de muchos errores judiciales. https://t.co/Nl64oUt1VO,cuntas vidas son arruinadas por falsas acusaciones de violacin y acoso? el caso del estudiante de psicologa liam allan es slo uno de muchos errores judiciales url,0,0,0
20039,te quiero hacer mi reina rabe bomboncitocaramel,te quiero hacer mi reina rabe bomboncitocaramel,0,0,0
23671,Mayates nunca se acaben por favor,mayates nunca se acaben por favor,1,0,1
24842,Racismo es a wevo quererse pintar de geras cuando estan prietas. U.u,racismo es a wevo quererse pintar de geras cuando estan prietas u u,0,0,0
22393,YA CALLATE HIJO DE TU PUTA MADRE TENGO COSAS QUE HACER Y QUIERO DORMIRRRR PARA EVITARLAS,ya callate hijo de tu puta madre tengo cosas que hacer y quiero dormirrrr para evitarlas,0,0,0
24511,Cuando me visto de color blanco me veo ms gera. How? O sea... ???,cuando me visto de color blanco me veo ms gera how? o sea ???,0,0,0
20054,Guyana recibir $30 mil de Unicef para atender a refugiados venezolanos -  https://t.co/QAT9EZivVWhttps://t.co/8JM5ezcITq,guyana recibir 30 mil de unicef para atender a refugiados venezolanos url,1,0,0
20763,@CandeeLucero_ @MLauttaro Cllate puta,user user cllate puta,1,1,1
20114,1. el desnudo siempre ha formado parte del arte 2. el arte es super relativo 3. callate la boca de una puta vez https://t.co/5eN1K4Sntq,1 el desnudo siempre ha formado parte del arte 2 el arte es super relativo 3 callate la boca de una puta vez url,0,0,0
23004,@todonoticias Callate la puta que te pario hijo de puta si vos no arreglaste nada pelotudo,user callate la puta que te pario hijo de puta si vos no arreglaste nada pelotudo,0,0,0
24248,En que se parecen las mujeres a los semaforos. -que despues de las 12 nadie las respeta.,en que se parecen las mujeres a los semaforos que despues de las 12 nadie las respeta,1,0,0
20365,Y tu eres perra?,y tu eres perra?,1,1,1
23285,@kalipolis @OlabiagaOk FAV es acoso... RT es violacin (?),user user fav es acoso rt es violacin ?,0,0,0
21810,Nunca pens que un capitulo de Dr. House me iba a hacer llorar tanto  Amber eras una perra pero no merecas eso,nunca pens que un capitulo de dr house me iba a hacer llorar tanto amber eras una perra pero no merecas eso,0,1,1
22599,"""""Que verga que critiquen """"""""RABE"""""""" xq el finde la bailan todos..""""",que verga que critiquen rabe xq el finde la bailan todos,0,0,0
24972,@LaRetuerka @mivecinayyo @MonederoJC T eres un hijo de perra!!!,user user user t eres un hijo de perra!!!,0,0,0
22952,Que este ao sea bueno para quien se lo merezca y una puta mierda para el que no!,que este ao sea bueno para quien se lo merezca y una puta mierda para el que no!,0,0,0
21926,Qu ridculas la puta madre me da sarna leerlas,qu ridculas la puta madre me da sarna leerlas,0,0,0
21482,@IgnCaceres87 @andresocanacope @eldesmarque_rbb Llamar 'puta' a una mujer es algo ms que desafortunado pero all vosotros...,user user user llamar puta a una mujer es algo ms que desafortunado pero all vosotros,1,0,0
21100,@Albert_Rivera @pablocasado_ parece que vuestro postureo en Ceuta parece que no ha colado  https://t.co/2hkW22TXNd,user user parece que vuestro postureo en ceuta parece que no ha colado url,0,0,0
20274,Me gusta machin mi pelo largo y gero,me gusta machin mi pelo largo y gero,0,0,0
21355,@CamSmith0 @living_randomly @JadeDaGemstone @abbn0rmal_ @ogIiIIy_ I call my best friend puta zorra cerda imbcil. True love.,user user user user user i call my best friend puta zorra cerda imbcil true love,1,1,1
23051,@backsideval35 Jajajaja  yo s t eres esa perra  que termina mordiendo el santa,user jajajaja yo s t eres esa perra que termina mordiendo el santa,1,1,1
22418,#RacismoEs cuando voy de shopping al tianguis y no me dicen Gero,racismoes cuando voy de shopping al tianguis y no me dicen gero,0,0,0
23449,El concurso internacional Premio Zayed que realiza el gobierno de Emiratos rabes premia los mejores proyectos e ideas sostenibles con millonarios recursos fomentando los conceptos de los ODS. Falta poco para inscribir los proyectos. https://t.co/eV5yEWWEW8 https://t.co/3uoKl27TjA,el concurso internacional premio zayed que realiza el gobierno de emiratos rabes premia los mejores proyectos e ideas sostenibles con millonarios recursos fomentando los conceptos de los ods falta poco para inscribir los proyectos url url,0,0,0
20006,@Haryachyzaychyk Callate zorra y mama duro!,user callate zorra y mama duro!,1,1,1
22804,New video posted: brunoymaria Mi mujer es muy Puta y Folla con un Fetichista https://t.co/GOzQ0DPxYZ #fapza,new video posted brunoymaria mi mujer es muy puta y folla con un fetichista url fapza,0,0,0
23301,@jabuffarini te mereces lo peor hijo de puta. Preparate para la rotura de ligamentos mala leche de mierda. Bostarini la concha de tu vieja. Nunca mas un dolo en mi vida son todos garcas.,user te mereces lo peor hijo de puta preparate para la rotura de ligamentos mala leche de mierda bostarini la concha de tu vieja nunca mas un dolo en mi vida son todos garcas,0,0,0
22847,No le quiero ensear a mi pap a usar whatsapp porque en su grupo de natacin hay mucha zorra suelta.,no le quiero ensear a mi pap a usar whatsapp porque en su grupo de natacin hay mucha zorra suelta,1,0,1
24421,@SadracH Cllate conchetumare e insulta a la madre perra culi. Mamon culiao.,user cllate conchetumare e insulta a la madre perra culi mamon culiao,1,1,1
23806,@perfilcom @CFKArgentina Esto te mereces hija de puta https://t.co/mcvYYHvJg8,user user esto te mereces hija de puta url,1,1,1
21529,Que enriquecimiento para Espaa..https://t.co/92GM5p7ZD9,que enriquecimiento para espaa url,1,0,1
21178,@_E_Villalva Jajajajajajajajajajajajajjajajajajajaja cllate puta reventada. En 4 aos me recibo ahre yaki,user jajajajajajajajajajajajajjajajajajajaja cllate puta reventada en 4 aos me recibo ahre yaki,1,1,1
23179,@abersta No vayas provocando que luego desapareces y en Espejo Pblico dicen que te lo mereces por guarra,user no vayas provocando que luego desapareces y en espejo pblico dicen que te lo mereces por guarra,1,1,1
21571,@CriSzis T eres puta bebas lo que bebas #SeamosHonestos,user t eres puta bebas lo que bebas seamoshonestos,1,1,1
20052,En ese listado deben estar de segundo los rabes y chinos que nos tienen jodidos. Vienen de sus pases con una mano delante y una atrs y consiguen prstamos gigantescos para sus negocios y para maltratar al venezolano. Ac en margarita se ve mucho esa vaina https://t.co/gHdYmtl68V,en ese listado deben estar de segundo los rabes y chinos que nos tienen jodidos vienen de sus pases con una mano delante y una atrs y consiguen prstamos gigantescos para sus negocios y para maltratar al venezolano ac en margarita se ve mucho esa vaina url,1,0,0
21567,ESTA MUJER ES UNA VERDADERA PERRA......SERA QUE SE EMBRIAGA CON LA SANGRE QUE DERRAMA EL PUEBLO HUMIDE ARGENTINO? https://t.co/InR3jvSOYm,esta mujer es una verdadera perra sera que se embriaga con la sangre que derrama el pueblo humide argentino? url,1,1,1
20556,@Berenjeno_ Te mereces todos los regalos del mundo berenjeno feliz Navidad me cago en la puta,user te mereces todos los regalos del mundo berenjeno feliz navidad me cago en la puta,0,0,0
22635,Guarra buscando a un abuelo por la ventana https://t.co/A21y8EVnUA https://t.co/emkE1Ub5JA,guarra buscando a un abuelo por la ventana url url,0,0,0
23110,Ana se mereca una puta cancin para lucirse despus de como la ha dejado el jurado esta semana. Es que eso es una mierda #OtDirecto12D,ana se mereca una puta cancin para lucirse despus de como la ha dejado el jurado esta semana es que eso es una mierda otdirecto12d,1,0,0
22038,Que es una Mujer embarazada de dos nenas y un varon? Un kit de limpieza con instrucciones.,que es una mujer embarazada de dos nenas y un varon? un kit de limpieza con instrucciones,1,0,0
24708,Para vos gallina puta callate es idolo de todos Dieguito https://t.co/6vW74CJhzJ,para vos gallina puta callate es idolo de todos dieguito url,1,1,1
24225,#HaceMuchoQue no te callas,hacemuchoque no te callas,0,0,0
22902,Claro que s: 'El feminismo ideolgico es un paso en el proceso de deconstruccin de la persona' http://t.co/lKwmK9MtuQ,claro que s el feminismo ideolgico es un paso en el proceso de deconstruccin de la persona url,0,0,0
20908,No hace mas que confirmar que esta *inmigracion* no va a ser productiva y nos va a costar un pastizal. Gente sin preparacion alguna y con experiencia en violaciones y masacres. https://t.co/jAn6ClfFJQ,no hace mas que confirmar que esta inmigracion no va a ser productiva y nos va a costar un pastizal gente sin preparacion alguna y con experiencia en violaciones y masacres url,0,0,0
